,comment,title,rating
1017,This is one of the main avenues in DF there are sculptures and art expositions along it. Beautiful for a nice stroll along the Chapultepec part of it,Beautiful street,50
1018,"1-it's gold plated 
2- as Mexico is a city build under the water so you will notice the building is going down and every time the city goes down the build a stairs every level",Gold,50
1019,This was our first place we saw and it was amazing! This is a great piece of art given to México City and it is a must see for everyone who visits. Take the time to see this great piece of history.,An inspiration for all! ,50
1020,"French style with great monuments and wide sidewalks so you van walk and walk, it has different zones. The north part near Polanco with many museums and the. Chapultepec Castle, and the east part to Downtown with the monuments and different commerce.
All Sunday the...",ONE OF THE BEST AVENUES IN THE WORLD,50
1021,"I love this beautiful boulevard with tree covered parkways on either side.  On Sundays it is closed to traffic and I took advantage of the space to run among the bikes, walkers and skaters.",Skip the bike just run.,50
1022,It is kind of the Main avenue in Mexico City.  A lot of nice buildings and places to see along it.  Worth walking along it.,Nice,40
1023,"Based on the famous avenue in Paris, this is much prettier with tropical plants and trees. It connects all the important and worth visiting neighborhoods to the historic district. Lovely photos.",Beats Champs Elysees,50
1024,"If you are staying in centro historico, you could walk from there all the way to Zona Rosa/Reforma through Paseo de la Reforma. It's a good walk with great view of Mexico City. I've walk this path for tons of times during a month stay...",Great walk with great view.,50
1025,"I was here on a Sunday. The avenue was shut down for cars and was turned into a bike fest. I learned they do this every weekend, people ride their bikes from Polanco to down town. Later in the day, they had a classic car...",Great place to hang out,40
1026,"You can walk the length of this Grand Boulevard, be careful of the cycle lanes, Easy to forget when concentrating on the busy traffic. After visiting the monument stroll 5 minutes to The Zona Rosa and the Silver Market , lots of restaurants, many stalls...",Good for a stroll,30
1027,"This is the street that leads to the zocola,presidential palace and metropolitan cathedral...all must see...not to mention a three story mall/cinema/restaurants located at 222 Reforma. There is much to see and experience on Reforma...Sunday market at Alameda Park,parades....we stayed at the  Hotel Imperial..Colonial Era Hotel...staff...",LOCATION! LOCATION! LOCATION!,50
1028,"This is indeed a grand boulevard, built I believe by Emperor MaximilIan so that he could travel in style from his palace to the Centro, filled with monuments. The Diana is particularly lovely. It is also filled with traffic, especially at the beginning and end...",Mucho trafico,40
1029,"So wide and elegant, with many monuments along the way, worth taking a taxi along just to see ... maybe to the Museum of Anthropology",Grand Boulevard,50
1030,"It's wider, better designed....much better cared for...and totally free of trash or graffiti....unlike its Parisian counterpart and inspiration. The people get to enjoy it as a pedestrian and bike friendly common every Sunday, the same day when every Museum connected along its glorious path and...",Mexican Champs Ellysee only better!,50
1031,"This is the main street of Mexico City, can see many statues and memorials along the way. Wide roads, but crowded during rush hours. Passes near all the major attractions of the city.",Main street of Mexico City,40
1032,"One of the most important roads in Mexico City, this avenue really gives you an insight into modern Mexico.",Important and Beautiful,50
1033,"the whole place has a busy look to it but once you are in it there is really no rush, only looks that way because there is so much going on. the people were relaxed you see families walking together and you feel comfortable. there...",we stayed here,50
1034,El Paseo de la Reforma is a stunning route through one of the greatest cities in the world. The bustling street is filled with lovely monuments and gorgeous roundabouts. It's well worth taking an open-air tour bus or a bike ride down the entire length...,One of the most beautiful avenues in the World,50
1035,"I took a stroll along Paseo de la Reforma all the way from the roundabout with the fountain ""El Globo"" to Chapultepec Park. It's a great way to see some of Mexico City's very modern high rise building, interesting monuments (""El Angel"", etc) in the...",Great view of modern Mexico City,50
1036,"If you visit Mexico City, you can't miss this street since it is one of the widest avenues in the city.  On Sundays they close it to the usually chaotic traffic. On the Sunday in August I was there not only were people walking, running,...","Paseo Reforma Sunday - Walk, Bike, Run, Dance Your Way There",50
1037,This is a great street.  There were lots of kids running from their limos to stand in the middle to have their photos taken. The park at the end is full of museums and a big open market.  You feel like you are in the...,A must,50
1038,"There are such streets in many cities. This is special for the statue of an Angel, the guardian angel of Mexico City, on a tall column, in the middle of the Paseo. There are many shops, from poor to excellent on the sides of the...","A large, wide street",30
1039,"Is not just one of the important avenue in the city also is in my opinion the prettiest one. Culture, business, luxury, nature, history, crazy transit, between other stuff are what Reforma Avenue it is",Main finantial avenue,40
1040,You can get a bicycle and ride it up and down the reform there are many museums and sites to see in that area . not to be missed.,Great place to walk around.,40
1041,"Nothing more to say, this is a big road which has a few statues. I walked up it because my hotel was down by the park.",OK to walk up once,30
1042,"Second longest street in Mexico city lined with office buildings. The US consulate is just off of it, as well as the tourist area Zona Rosa. The monument of The Angel is also along it on a level with the zona rosa. It's nice enough,...",Big city boulivard,30
1043,"Great avenue, with historical and modern buildings,
Nearly all big hotels are on this street and therefor quit safe to stroll around.
On Sundays, like today it is closed for cars until 14,30 hours.
so it becomes a paradise for runners bikers and skeelers, rent...",Great Avenue,50
1044,This avenue continues to be a wonderful strolling avenue. On Sundays the whole Reforma avenue is closed for bicyclist - from 8 till 1 pm. Imagine the possibilities...local  government is increasing  police in the streets particularly in this area.,wonderful stroll,40
1045,"Sundays are special for Paseo, you can walk and see lots of people doing the same. The are is very secure. There are a lot of stores and places you can sit to take a rest.",Walk there on a Sunday,50
1046,"If you go by car, there is litte chance for you to stop aside and take a picture. Everybody will start honking at you. So there is no chance for it. Better choice will be to park you car in some of the ESTACIONAMIENTO PUBLICO...",Too much traffic. Better stroll,40
1047,"its the main street of mexico city if you can call it that. lovely and wide. very pretty, lots of stores on either side, crowded most of the time but never boring. lots of statues on either side of the road. we didn't walk very...",lovely ride,40
1048,"I haven't walked through all of it, but I loved the walk I took in Paseo de la Reforma around the museum of anthropology and the Chapultepec area. It was a lovely Sunday walk with a lot of Mexican families strolling in this busy but...",Lovely walk,40
1049,"The Paseo de la Reforma is like a Parisian boulevard, in fact it was modeled after the Champs Elysee.  On Sundays, it's a great walk or bicycle ride. However, the Mexico City ""ecobici"" program of rental bikes is not open to tourists. Our hotel lent...",biking on the Paseo de la Reforma,40
1050,"Is it a museum , zoo , or walks in a 600 ha. Park . This street takes you down to each one . The green space is the the largest in Mexico .",A long street,40
1051,"Paseo de la Reforma is one of the major roads going through Mexico City. It has a lot of roundabouts with famous and historic monuments like the Angel de Independencia. On Sundays, it's shut down to vehicle traffic and open for bicyclists, runners, skaters, walkers,...",Walk it all on Sundays,50
1052,We were on a street food tour (Eat Mexico) and really enjoyed walking around this neighborhood. Note the French influence in this part of the city due to Emperor Maximilian I's influence.,Nice to Walk Around,50
1053,"This is a very nice walk indeed.  Lots of restaurants, cafes, monuments, places to seat, sculptures, shopping, etc.  You can also rent a bike.  It has very broad sidewalks and it feels very safe.  Good place to get a hotel.",Very nice Walk with lots to see,50
1054,"This is a large avenue where you can find almost everything, from Embassies, to pharmacies, coffee shops, restaurants, etc. Avoid it by car on Sundays because the avenue is taken by bicycles and pedestrians.",A Sample of Mexico,40
1055,perfectly safe IMO - stroll anywhere during the day and enjoy the food and sights and often they have large sculptures to marvel at or interact with.,Classic Avenue with lots to see and do,50
1056,"Definitely check out the horse and angel of independence along Paseo de la Reforma.

I'd recommend going on a Sunday when the street is closed to vehicles. 

we went around during a regular day and it takes quite a long time to cross main intersections...",Nice area for a walk with some attractions,40
1057,"most likely while touring mexico city you will drive down this street at some point, it connects chapultepec park and downtown. Get out and walk it to really enjoy. the angel and all the statues just make the street great. also you can walk from...",walk or bike to enjoy the sites!,50
1058,"First get yourself a map of local attractions in this area. ""Stree"" is a wrong discription of street it is probably several hundred feet wide. The street itself  has many interesting intersection monuments. On one end is the older city on the other end it...",Take your time and walk,50
1059,"There is a lot to see and eat and music to listen to while you walk around the Reforma of Mexico City. Take some time to visit some of the many little shops and restaurants to taste some of the local cuisine and drinks,",Interesting walking tour,40
1060,"Mexico City is a great walking town so bring your comfortable shoes.  Many little cafes, restaurants, hotels make for easy stops as you wish to chill and take an afternoon coffee or duck the frequent summer rains.",Great walking area,50
1061,"We use the TURIBUS for this, great choice. Lot of place to visit, specially the Children Museum. The stop was close to our hotel Krystal.",Great place to visit,50
1062,"Walking along the Reforma on Sunday, with all vehicular traffic prohibited until the afternoon, is simply a treat. Lot's of families and dog walkers. You can watch street performers, or participate in an outdoor aerobic Zumba classe. You can find a masseuse or two representing...",Sundays!,50
1063,"Nice place for walking, making photo. No far from underground, many cafe around. Not most interesting place in city, but you must see it anyway.",Nice place for walking,50
1064,"I really liked walking around here. A lot of areas to eat and grab a snack. I stayed in a hotel near by, which was really nice. They have bicycles to rent in different areas european style. Fast way to avoid traffic.",Busy Area,50
1065,"The area invites you to walk, the weather of Mexico City helps you for a long walk across Reforma, you can get to some good restaurants, stores, shopping centers, banks, and the mayor corporate offices, Also you can rent small bikes that can be taken...",Nice walk,50
1066,This street is one of the most beautiful streets in the world. So impressive and magnificent. To be able to stand right in te middle of it and look straight to the Chapultepec castle is amazing. It is a huge road made exclusively to have...,One of te most beautiful streets ever,50
1067,"This major artery, planned and started by the Emperor Maximilian, is very lovely to stroll when the weather is nice. We started from the Capultepec castle exit and walked up to about Avenida Juarez. Both sides and center are covered by shady trees and many...",Maximilian did a good job!,50
1068,"I have been here on several ocations, but definitely the best time to visit is Sunday morning/noon hours.",A nice stroll,50
1069,"Great place to just walk and snack along the way with various vendors, my favorite time! So wish we would have rode the bikes along Reforma, next time for sure.",Hotel was on Reforma,50
1070,most of the paseo does now have a biking lane. unfortunately bikers get zero respect in DF and cars will block your way every 50 meters forcing you to circle around them and a dangerous maneuver. most drivers also ignore bikers when they turn right...,biking lane with hurdles,30
1071,"It´s located several blocks away from Zocalo Plaza but it looks like a different more modern city. Nice places to eat or have a café, and parks and plazas. Good to visit day or night but if you go at night and have small children...",Different city!,40
1072,"Great area to drive or walk through, you pass a lot of famous museums along the way and the biodiversity is lovely.",Beautiful Street,50
1073,This felt like the safest place. You can walk down the avenue on your own time look at the angel and the fountain. Loved walking here.  police everywhere keeping an eye out even at night,great for a stroll,50
1074,"Very scenic drive, and thanks to heavy traffic you will have time to enjoy the numerous statues and sculptures in and around the road.  Plenty of nice tall trees, almost a park running down the middle in some areas.",Statues,50
1075,"Beautiful street to walk down. We walked down to the museum and it was interesting to see and read the statues on the Paseo. Funky sculptures and benches to rest on. For those that can't live without their Starbucks, plenty to choose from on the...",Walking tour,50
1076,"Lovely wide avenue with walkway in the centre. Very well maintained with shady trees, flowers and attractive statues and art pieces to look at.  Impressive buildings loom on either side. On Sunday mornings the main road is closed to traffic so you see lots of...",Beautiful walk,50
1077,We were a bit concerned this would not be so pedestrian friendly. We pictured a long busy street with suicidal cars whizzing past. What we found was lovely old walkway that were wide and full of shady spots to sit on in between walking. You...,Designed with walking in mind.,50
1078,"The walk along Paseo de la Reforma is great! Very safe and very pretty during the Spring months: the jacaranda trees are awesome and give the streets a very romantic view. Also, the architecture along this avenue is very nice and there is a lot...",Enjoyable walk!,40
1079,"Is an excellent idea to walk Reforma from start to end to get to know a beautiful area of DF. You can check all the alamedas and get to know the history behind each one.
Sunday is the best day to do that since they...",Excellent to walk,40
1080,"This is a beautiful avenue with fancy hotels and restaurants, it is 10 lines wide and includes amazing monuments and historical buildings, the US embassy is located here very close to the independence monument which is as nice as any in Europe. A must when...",Stunning!,50
1081,"La Reforma is probably the most famous boulevard in Latin America and connects many of the well known sites in the Historic Center of the city like the Independence Monument, the National Palace, and the Belles Artes museum. On Sunday morning from 9-2 pm its...",Visit on Sunday morning when its closed to traffic,50
1082,"Gives you the feel of typical middle class Mexico - great little shops, people selling stuff in the street, like being in Paris or Milan. Absolutely not like a plastic American shopping Mall selling name brand junk to people with nothing better to do.",Great atmosphere,50
1083,Our hotel was right on the Paseo de la Reforma so every morning we walk a bit on the street. It's very much like the Champs Elysees in Paris and each large intersection has a garden or sculpture. We walked from our hotel to Chapultepec...,Like the Champs,50
1084,"What is not to like, champs élysées  of Mexico City, hustle and bustle, smart shops, smart hotels and smart offices, along with monuments.",A very smart street,50
1085,This was my 2nd time in DF. I cant stop myself from coming to la reforma and just walking and seeing all the sculptures along the way.,Beautiful and very safe,50
1086,"Nice,clean, refreshing to take a morning walk on a sunday as the main avenue is closed to cars and become a ciclovia or a bicycle/running and exercise way.take a walk,rent a bicycle,or just enjoy the wakl",Refreshing morning walk on a Sunday,50
1087,"This boulevard, designed based on the Champs de Elysse in Paris, contains several major monuments along its path and connects Chapultepec Castle with the historic district of Mexico. It's wide sidewalks and bike paths provide a great place to walk and enjoy the city.",A great place to walk!,50
1088,"Walked along this road on a Sunday afternoon. They close the street for bicyclists. It was great to see so many people out and enjoying the weather. There were some places that rented bikes for free through a government program, but we got there too...",Sunday bike day!,50
1089,"you can walk through the avenue full of trees and amuzement,  and check the available art show  in the street.",nice walk,40
1090,"Lots of shops and restaurants to choose from!
Not as busy as one would think (but then again I compare it to the main touristic areas in Central London).",Safe & great for a stroll day or night,40
1091,I do not understand the lack of right of way for pedestrians.  It's just bizarre!  Cars speed up and down the streets and no one stops for a pedestrian ever.  Vehicles rule!  It's frightening and dangerous to cross the street.,Dangerous!,20
1092,"Paseo de la Reforma is always “in action” during the day or night. On Sundays it is a stage for the best people show in Mexico City !.

During our recent visit, on Sunday, the Reforma was closed for vehicular traffic, from sunrise to sunset....",A Joyous Sunday on the Paseo de la Reforma,50
1093,"Full of history and surrounded by hundred year old trees, Paseo de la Reforma is the most beautiful avenue in the City.  Many landmarks are located in it, starting with the famous statue of Angel of the Independence and the Diana Cazadora fountain, the Castillo...",Mexico's City most important avenue !,50
1094,Full of life day and night...a joy to walk and just observe the people and the buildings and activity.  Take some time to walk it at night and hear the life of the city stirring about you.,A beautiful park in itself,50
1095,"The street shuts down for biking and running. Great atmosphere with families, couples and their cute dogs out and about. Rent a bike or walk and it's a great way to spend the morning hanging out the residents of the city.",Great on Sundays!,40
1096,The Mexican people seem to have statues to celebrate each period of their history. The statues are all lovely and well taken care of,Mexico city is surprising,40
1097,This is a great street to walk. Nicely lined with stately trees you can take in much of Mexican history just walking! Be p repared for a good hour and stop along the way to view all the monuments.,One of the worlds great streets,50
1098,"It's an incredible avenue. Full os things to see, surrounded by museums and squares. On Sundays, it's closed to practice outdoors activities. Charming.",Beautiful,50
1099,"When visiting Mexico City, take Paseo de la Reforma....one of the most beautiful avenues that connects the city from side to side....from the Auditorium to downtown.....now blooming with flowers, trees, jacarandas......vendors, people walking in the streets,  a beautiful experience",NOW AN AVENUE TO VISIT,50
1100,"The modern and rich part of Mexico.Beautiful statues and architecture.  Take the tour bus! It very close to several museums. Fancy restaurants, things are more expensive here.",Modern,40
1101,You could visit it with the Turibus (Center Circuit) and it is better to get down of Turibus and take a walk. Vey safe place,Excellent place,40
1102,Lovely to take a stroll in the evening. There are many other people walking in this area and it is easy to just walk and walk and end up a long way from your hotel!,Safe and easy.,40
1103,You can walk from Palacio Bellas Artes to Bosque Chapultepec in about an hour.  The trees and monuments make for a pleasant stroll.,Go for a walk,40
1104,There were many things to see and do during our visit.  I enjoyed the area and felt safe the whole time I was there.  Many places to eat and shop within walking distance of the hotel we stayed in.,Great Place to Visit,50
1105,"Seeing Reforma day or night is beautiful. The architecture, statues, and grand-ness are something every visitor needs to see.",Beautiful and grand,50
1106,Los defenos get out en masse to show their support for the return of the streets to the people ... on bikes and on foot. Great atmosphere. Hire a bike and join in.,Cycle and walk on Sundays,50
1107,"Traditionally the route taken by the Emperor Maximillian from Chapultepec to the City of México, intended to allow Carlota to view the trip from the Castle balcony, and designed along the lines of the Champs-Élysées in Paris.",Carlota's dream,50
1108,"We walked from el Zocalo down to Avenida Reforma and ended up in Zona Rosa.  It was lovely.   After so many stories of safe issues, I can happily say, we had a great walk and enjoyed the city very much.",Love the walk,50
1109,I happened to be in town during a world's culture fair in June of 2013.  The people were very nice and friendly.  I was surprised by how safe Mexico City was compared to my home in Los Angeles.  You can really feel the fusion between...,Beautiful City!,40
1110,"I am lucky to ride my bike to work along Reforma nearly every day...and it has not once gotten old.  The fountains, the statues, the ambience...they are all amazing.  Any time of year is good, but springtime -- when the jacaranda trees are in full...",One of the worlds best boulevards,50
1111,"This is a great monument. Basically the Mexican Statue of liberty, quick and easy to see, free, and worth the visit.",The Angel,50
1112,"I love Sunday's in Mexico City. A major reason is because the Paseo de la Reforma is closed to cars and it becomes a pedestrian thoroughfare for runners, bikers, and walkers. From just above Alameda Park all the way down past the museums, most of...",Experience the Paseo de la Reforma in a Sweat,50
1113,The street was so beautiful and the amount of sculptures and artwork was astonishing. My grandparents and I walked this street everyday and we ended up walking many miles while we were on our week vacation. We walked everywhere except for one place...the Zoo.,Best First Time in Mexico,50
1114,This is just one of many statues on this main artery.  We saw many locals getting wedding photos at the base of this LARGE statue.  We could see it from our hotel window - in fact this photo was taken from our room at sunrise.,what makes a city art,40
1115,"I visited this street on a double decker bus as part of a tour. It was great for photo opportunities, and if I had had more time I imagine this would have been a great stroll. Lots to see and do.",A great way to get a feel for upscale Mexico City,40
1116,"This is a very long street and it contains a cross section of everything interesting about this City.  Also, some very nice shops!",A really pleasant stroll,50
1117,"Walking throw the Paseo de la Reforma will take to the financial heart fo Mexico. The buildings are beatifull, and the paseo de la Reforma has the tallest buildings in Mexico, Good cafes and restaurants.",Great afternoon walk,40
1118,I recomand  to go there to see the statu it's made. From real gold the earthquake and 85 before the statu fall people want to take the gold but the police come and protect the place this is the eart of Mexico many restaurant nice...,Very nice,40
1119,"This is a beautiful piece and will have you thinking of Paris equivalents.  We visited during midday and again at dusk, and I have to say that dusk gave it so much more depth and character.",Stunning Piece Best Seen at Dusk,40
1120,"Paseo de la Reforma Avenue is the most beautiful and elegant avenue in Mexico City. Here you will find fantastic museums, great coffee places, delicious restaurants, impressive buildings and a lot of history.

If you have time for only 3 things in Mexico City, this...",Walk it and go slow,50
1121,"Everything about the Reforma is amazing, but you really must see it on a Sunday morning!  .  That's when it's closed to traffic and the Mexico City urbanite families take to the street.  It is then filled with skaters, bicyclists, families walking their well-behaved pups,...",Wonderful!,50
1122,This boulevard is excellent surrounded with amazing modern architecture and lined with trees and superb statues. If you don't feel up to walking its length you can take the tour bus of Mexico City and listen to the history of the Paseo de la Reforma....,Excellent,50
1123,"Spend time walking around Paseo de la Reforma.  Explore the streets perpendicular to the Avenue, most especially in the Polanco area.  This is the modern Mexico City, difficult to imagine, until you are actually walking around the Avenida de la Reforma area.  You will love...",Modern Mexico City with beautiful monuments,50
1124,"It's a busy road during week days and closed for cars on Sunday mornings and opens for cyclists, runners and inline skaters.",Nice and Central,40
1125,You can walk on this avenue without any problems.  You will see many people and can observe life in the city.  It's absolutely safe to walk here.,Interesting to walk around,40
1126,"My son was visiting me from the US and I wanted to show him this ""most beautiful boulevard in LatinAmerica.""  I hadn't intended walking the whole way from Polanco to the Historic Center but once we started we enjoyed it.  When I moved here 3-years...",Brought Back Fond Memories,50
1127,"Nice, clean and safe.
This is my favorite place in Mexico City.
I recommend to run in Paseo de la Refoma.",This is my favorite place in Mexico City.,50
1128,"The broad street offers lots of places to pop in for a drink or coffee, and its is a nice stroll from the park to zocalo.",Nice for a quick stroll/bike ride,30
1129,"16 km long avenue full of modern office buildings, hotels and hundreds of monuments, among others Independence Monument, modern Caballito, Cuauhtemoc, Columbus etc. 80 m wide, always full of people.",Modern Mexico is here,50
1130,"From Polanco, one can walk all the way to Barrio Antiguo of Mexico City without any concern about safety (it is my experience). I do that every single time I am in Mexico City. One walks in front of the Museo de Antropologia, Chapultepec, reaching...",Love to walk here,50
1131,"Lots of shops, restaurants and very nice Circles. Take a long walk over there. I recommend the take a tour book with you to see all the highlights.",Great Avenue to visit,50
1132,"If you live or visit Mexico City you have to visit ""Paseo de La Reforma"" This is a beautiful, tree lined and one of the most important places in the city. You can enjoy museums, nice restaurants, attractions, monuments, historic moments of the city and...","One of the Most Beautiful, Historic avenues of the world",50
1133,"This avenue is reminiscent of the Champs Elysees.  It is tree lined at the western start, surrounded by Chapultepec Park, the Museum of Anthropology and Chapultepec Castle (just to name a few) and basically culminates at the main square.  You can find a cross-section of...",Beautiful Avenue,50
1134,"Paseo de la reforma is awesome...one gets to see all kinds of stories on people's daily lives. Additionally, it is full of beautiful parks, statutes, sculptures, art, shops, etc...the parks have been cleaned up. Surrounding the area, there are plenty of bike rental places and...",Must See\Don't Forget to get Free Pass,50
1135,"Nice boulevard to walk, seat down for a while and to ride a bike in the weekends. It felt very safe to walk by, even late at night",Like Champs Elysees,50
1136,"Sunday is the best day to visit Reforma. You can hire a bicycle for free, rollerblade or simply stroll down the middle of the street where you get a better view of everything. It's also much easier to photograph monuments etc.",Sunday is Best,50
1137,"A tree-lined boulevard with a variety of sculptures, fountains, whimsical artwork laid out capriciously through its length from Zona Rosa all the way to Hidalgo. It's fun to walk along no matter what the weather is. Just be sure to wear comfy sneakers.",Take a walk to enjoy the Artwork,40
1138,start from the avenue of bellas artes and go till zona rosa and condesa.....it is a big walk but is really wonderful...if you do not like to walk i suggest you hop on hop off ant zocalo's square !!!!,simply wonderful !!!!,50
1139,"Don't forget your tennis shoes... The long walks end always in a street caffe. You have some fresh and cold drink anywhere, where you really need it!",Beautiful place to walk or bycicle rides,50
1140,"LOCATION:

The stretch of Paseo de la Reforma west of Calz. Chivatitio, across from the Auditorio Anacional. There are a couple pedestrian footpaths connecting Paseo De la Reforma and Andres Bello: this is where the action is at.

WHEN:

Weekdays, dawn to about noon.

FOOD:...",Street Food,50
1141,"A lovely avenue to take a stroll along. Lots of shops, bars and restaurants to sample. Just spend some time taking it all in...well worth it.",Take a stroll..,50
1142,"In the fashion of something you'd find in Europe, long tree-lined street filled with parks, museums, eateries, classy hotels, and wealthy homes. Takes you through quite a bit of the City and there is lots to see. Spend a lazy day walking along it and...",Elegant main boulevard,40
1143,"When you visit Mexico City take the time to drive on Paseo de la Reforma, from Chapultepec Park towards the Centro Historico.  This is one of the world's most glorious avenues.  You'll see a wonderful mix of the old and the new-- an exciting urban...",A drive through Mexico's history,50
1144,"Paseo de La Reforma is a very long avenue with all sorts of restaurants, shopping centers, very wealthy people living areas, hotels,museums, churches, you name it.

Our hotel ws only two blocks away and it was very easy to walk to the area and choo,...",Business Trip,40
1145,"Walk along here is nice. You can then enter the main avaenue to the zoo and museums and then meet hundreds of vendors peddling all kinds of stuff, with lots of entertainment.",LOVELY WALK,50
1146,"This is the major business avenue in Mexico City running from Chapultepec all the way to the Centro Histórico.

It is nice to just hop in a cab and look at the monuments or take Turibus ... a bus service that will give you historical...",Nice for monument-watching ...,40
1147,"there are a few monuments along Paseo de la Reforma such as the Angel of Independence and many beautiful street art, benches and sculptures. On sunday morning the road is closed to traffic and people take over the street with their bicycles, roller blades, running...","beautiful street, and is closed to traffic on sunday mornings!",40
1148,"Not only for its past but for its present that show a brilliant conjuctions of styles mixing restaurants the Chapultepec castle, angel de la independencia and so on. 

This vibring avenue has to offer a nice place to walk and to have good pictures even...",Good place to walk and to know about México,40
1149,"if weather allows it, it is great to walk down and see the people, the pictures posted outside the zoo and try the food on the streets!",wonderful to walk around!,50
1150,This street is meant for walking!  Take your time and walk from Chapultepec Park to as far as your legs will take you.,Modern day hustle and bustle on a European style boulevard,40
1151,"We enjoyed our walking times along Reforma during our trip.  Designed like the Champs Elysee, it offers plenty of space away from vehicles and pretty parks alongside. We felt safe all of the time we were on it, but we were in after dark. 
The...",Great city avenue,40
1152,Nice Upscale area to walk around.  Lots of activity and things to see.  Rental bicycles were readily available to use to get around quickly.,Nice Area,40
1153,"Being on La Reforma, you could be anywhere in the United States (with costs to match). No surprise, since it is the business district, but it's still hard to avoid this never-ending boulevard. Worth a visit for the various statues that dot the road, and...","Business district, with some gems",30
1154,"Every sunday, the Reforma street is closed down untill 2 pm for vehicles. You can bike, scate, walk, run, dance, play and do whatever with your family, kids, friends. There are many activities happening during Ciclovia. I would suggest take an Ecobici (bike sharing system...",Happening place during Ciclovia (every sunday),50
1155,"If the weather is good, this is a good place to take a stroll, particularly between the Circuito Interior and Av. Insurgentes, especially on a Sunday morning when the street is closed to vehicular traffic.  You can still stroll on other days of the week,...",Best visited on a Sunday morning.,40
1156,this has to be one of the most wonderful boulevards in the world.  It is worth strolling along it.  On Sundays it is closed to traffic and everyone is out walking bike riding etc.,the grand boulevard,50
1157,"Think Champs de Elysee!  This amazing boulevard contains some of Mexico City's most amazing monument art.  As it passes through Chapultepec Park, a walkway between the roadways is full of wonderful, whimsical, powerful bronzes.",A Classic Boulevard in a Classic City,50
1158,"This is a very important, wide avenue, that runs through the heart of Mexico City. Apparently Emperor Maximilian wanted to have a direct route from his palatial home to the National Palace so he ordered the avenue to be built. Nowadays it is in the...",Important Avenue,50
1159,We passed by this avenue as there were stalls from different countries exhibiting and selling their wares as well as food typical of their country . I do not know if it was good only for that day or week.,Nice Avenue,40
1160,"Lots of shade, lots of monuments, especially the traffic circles.  A very impressive boulevard for any city in the world.",Great boulevard with lots of trees.,50
1161,"The weekend we were in DF, there was an international festival of 40+ countries with stands showing traditional wear, musical instruments, food and customs lining the Reforma for miles. We enjoyed the time walking to each stand and learning more.  Weather was PERFECT for this...",Grand Blvd,50
1162,The hotel St. Regis is located on this wide street. The street is located in a fancier part of town.  The street is tree lined and is dotted with artistic statutes and fountains.  Take a stroll.,Wide European Style Street,40
1163,"I walked from the Anthropology Museum to Fon Arts, a store that sells hand made crafts from many regions of Mexico. It took one hour - approximately 3 miles.",Walked along Paseo de la Reforma,50
1164,"This is a beautiful part of town. Safe, modern and beautiful. Reforma is a long avenue with numerous large round-abouts in the middle. It is also connected to the old part of town. 

There are restaurants, vendors, monuments, businesses all along the avenue. There are...",Modern & Beautiful,50
1165,"This is a nice great avenue - spotless, and beautiful. There were small tents of different countries through it, just like Diagonal in summer.  Really nice.",waooo,50
1166,"This upscale boulevard on steroids is Mexico City's showpiece built by Porfirio Diaz at the turn of the century.  It is vast and hugely walkable despite the traffic.  The trees everywhere, especially the Jacaranda (in glorious purple bloom in March) make it better than tolerable....","Twelve Lanes of Traffic, but WoW!",50
1167,On sundays they close most of the main strip so you can walk or skate or ride a bike down it. Fantastic art decor benches scattered down the street.,Great place to aimlessly wonder on a sunday,40
1168,"Maybe I am exaggerating but this avenue is for me one of the greatest and more beautiful of the world. It has beautiful monuments, sculptures, houses, buildings and it usually has a lot of flowers.",Beautiful main avenue,50
1169,"its a beautiful par of the city i lets you enjoy the beauty of the city and go across it  very nicely enjoying all the great monuments and fancy buildings , i wish it was more lively with nice  boutiques , stores , restaurants and...",very impressing,40
1170,"nothing special and to see in this street. modern, hotels and some offices along it.. a shopping centre but the usual shops you see everywhere in the world. A street at the back running parallel with some more small shops but nothing inspiring and a...",modern street in the smog,20
1171,The best way of making tourism in Mexico City is taking a Touribus and then you could step off anytime you want.,tour,50
1172,this is a walkers dream...on sudays its closed to bicyclists from 6 to 3...the statues are all mexican heroes we often don't recognize and there are art works up and down the walking area.  we were there for the book show that ran 5 blocks...,walk it and find adventure,40
1173,Wonderful wide avenue with multiple roundabouts topped with spectacular monuments and fountains.  It runs from the historic center to Chapultepec Park.,Grand Avenue,50
1174,"I stayed in a hotel on this avenue and is very safe with lots of places you might like!! Angel de la Independencia, Monumento a Colon, etc. Sundays to go biking and skating, very interesting",Very safe and clean area!!!,50
1175,"On sunday the Paseo de la Reforma is closed to the traffic until 2 o'clock PM they have live music, aerobics, sport activities for kids  adults and pets.",Nice Place.,50
1176,"Imagine going to Paris and not see the Champs Elysées? I am French living in Mexico. Paseo de la Réforma in Mexico needs to be seen. I go to Mexico City one a month and always enjoy the Paseo. The first time I was there,...",A must see!,40
1177,"Inspired in the Champs-Elysées, this avenue has many history, many things to see and to do.
It goes from downtown to the newest high residential zone of Mexico city: Santa Fe.
Alongside is the Zoo, three of the best museums of the city and the...",The heart of Mexico City,50
1178,"Be adventurous, its only about 14 miles but it takes you through different centuries. If you have a full day and good shoes, take the walk. What I liked the most was the area near the Castillo de Chapultepec, here you find a collection of...",You can Walk it.,50
1179,I love walking around the Paseo de la Reforma. Security place with lots of places to take pictures.Good to have a walk until the old downtown,Love it!,50
